proba_0	proba_1
0.03945158020244843	0.9605484197975516
0.06598922374827954	0.9340107762517205
0.27651513383592874	0.7234848661640713
0.7077509954869078	0.2922490045130922
0.8259418084857789	0.17405819151422106
0.14872772416748048	0.8512722758325195
0.4310110686226136	0.5689889313773864
0.02200895710869244	0.9779910428913076
0.13327614451663128	0.8667238554833687
0.8272487818501579	0.172751218149842
0.004736512079356658	0.9952634879206433
0.22527897338684222	0.7747210266131578
0.5548158209035388	0.44518417909646124
0.08137084390784488	0.9186291560921551
0.10247247537191617	0.8975275246280838
0.2059777687078016	0.7940222312921984
0.8066989803927891	0.19330101960721086
0.8359064108702708	0.16409358912972913
0.2984723906749772	0.7015276093250228
0.03763775565894745	0.9623622443410526
0.0701734732472512	0.9298265267527488
0.42730103333907055	0.5726989666609295
0.13753484119359982	0.8624651588064002
0.3874251048277557	0.6125748951722443
0.26589387654366126	0.7341061234563387
0.7935678481480838	0.20643215185191624
0.6511391448365265	0.3488608551634735
0.004681681022806861	0.9953183189771931
0.7045362003866968	0.2954637996133032
0.19368484283864318	0.8063151571613568
0.006726382005838083	0.9932736179941619
0.16296557920987065	0.8370344207901294
0.004983645728895758	0.9950163542711042
0.1564297579882179	0.8435702420117821
0.302280248816323	0.697719751183677
0.005899439096340275	0.9941005609036597
0.03353027769609762	0.9664697223039024
0.11897754357923762	0.8810224564207624
0.22321165247601582	0.7767883475239842
0.66647937615258	0.33352062384741993
0.004400578849296788	0.9955994211507032
0.16764425417171724	0.8323557458282828
0.5855162327013318	0.4144837672986682
0.1793979046394033	0.8206020953605967
0.1793979046394033	0.8206020953605967
0.02415726286579445	0.9758427371342056
0.03000177363436729	0.9699982263656327
0.023378273015024043	0.976621726984976
0.023878716250634868	0.9761212837493651
0.02443681604319714	0.9755631839568029
0.05036262296377536	0.9496373770362246
0.30566159490989797	0.694338405090102
0.42287522645103504	0.577124773548965
0.8623402694916615	0.1376597305083384
0.6502746486252017	0.3497253513747983
0.005163144429512823	0.9948368555704872
0.7919607557195895	0.20803924428041054
0.07482767790068745	0.9251723220993125
0.11757860601923986	0.8824213939807601
0.006366027253707496	0.9936339727462925
0.00524829389543624	0.9947517061045638
0.7492021564131057	0.2507978435868942
0.37015175394284683	0.6298482460571532
0.05202281719536184	0.9479771828046382
0.5352293609052725	0.46477063909472743
0.021785762814212184	0.9782142371857878
0.047542344408141535	0.9524576555918585
0.0036612018529533774	0.9963387981470466
0.01855369780935312	0.9814463021906469
0.32343511542417736	0.6765648845758226
0.7467480136351996	0.2532519863648004
0.004722842544454653	0.9952771574555453
0.005162543052867563	0.9948374569471324
0.6792211978576086	0.32077880214239146
0.6819228402771831	0.31807715972281686
0.169590683761498	0.830409316238502
0.21554435629191582	0.7844556437080842
0.8544948006733399	0.14550519932666
0.18738424297335532	0.8126157570266447
0.668833228068398	0.331166771931602
0.2712073213743508	0.7287926786256492
0.027073378733562636	0.9729266212664374
0.0701808345234689	0.9298191654765311
0.8313408167203661	0.16865918327963392
0.006644703288151699	0.9933552967118483
0.5534396950362244	0.44656030496377563
0.11452440937776387	0.8854755906222361
0.11452440937776387	0.8854755906222361
0.1298461044635112	0.8701538955364888
0.0639207859870442	0.9360792140129558
0.7035023253142736	0.29649767468572635
0.032206823870671863	0.9677931761293281
0.24229640071473313	0.7577035992852669
0.05152381912259596	0.948476180877404
0.16477500335546802	0.835224996644532
0.670265539914686	0.329734460085314
0.46009453081774054	0.5399054691822595
0.0056791192224466824	0.9943208807775533
0.36148079187654036	0.6385192081234596
0.677301556712415	0.32269844328758496
0.021210604258477983	0.978789395741522
0.005095541002312021	0.994904458997688
0.35819900701214735	0.6418009929878526
0.2350351386127718	0.7649648613872282
0.025421045455613522	0.9745789545443865
0.11047063480126051	0.8895293651987395
0.35819900701214735	0.6418009929878526
0.005317550316038644	0.9946824496839614
0.006366027253707496	0.9936339727462925
0.8504159863744716	0.14958401362552842
0.49722057670365116	0.5027794232963488
0.8592126633559428	0.1407873366440572
0.19827037082546006	0.8017296291745399
0.5251234049640607	0.4748765950359392
0.8262877129016963	0.17371228709830372
0.004798449422558249	0.9952015505774418
0.5170180160587684	0.4829819839412316
0.8400351143129486	0.1599648856870514
0.019915206475319747	0.9800847935246803
0.8573090940679648	0.1426909059320351
0.05830661832254713	0.9416933816774529
0.1396812740433494	0.8603187259566506
0.7131740934456143	0.2868259065543856
0.1675368277606376	0.8324631722393624
0.704033402542308	0.29596659745769205
0.3642344961855891	0.6357655038144109
0.3642344961855891	0.6357655038144109
0.6874509515484787	0.3125490484515213
0.8551406601209864	0.14485933987901353
0.6915143820223413	0.3084856179776588
0.8096037932284716	0.1903962067715284
0.08880977259022405	0.911190227409776
0.6148184625723226	0.38518153742767736
0.6491593714434398	0.3508406285565601
0.17616038159897973	0.8238396184010203
0.8145796894308457	0.18542031056915428
0.48957801222013586	0.5104219877798641
0.005385017709569895	0.9946149822904301
0.48942020525318874	0.5105797947468113
0.7181895008764934	0.2818104991235066
0.7084156096218521	0.29158439037814793
0.11960712762885961	0.8803928723711404
0.8426190876557239	0.15738091234427606
0.8333509084109461	0.16664909158905392
0.08428741304963039	0.9157125869503696
0.17545544744288855	0.8245445525571115
0.03214765072269754	0.9678523492773025
0.005481443314830026	0.99451855668517
0.8333509084109461	0.16664909158905392
0.682897568709491	0.31710243129050897
0.029375090857429398	0.9706249091425706
0.5016588932647319	0.49834110673526805
0.6915143820223413	0.3084856179776588
0.2639971498021497	0.7360028501978503
0.005943894906990543	0.9940561050930095
0.6990409618713314	0.3009590381286687
0.15344621324815189	0.8465537867518481
0.14664004863671853	0.8533599513632815
0.8390649345659622	0.16093506543403782
0.8225995908854372	0.17740040911456276
0.8466173677803469	0.15338263221965306
0.028143319863624172	0.9718566801363758
0.6639646118149256	0.33603538818507434
0.004602884719571154	0.9953971152804288
0.3264065367498191	0.6735934632501809
0.10049976192237964	0.8995002380776204
0.6452879199679246	0.35471208003207544
0.5924697363493728	0.40753026365062717
0.28392186132252606	0.7160781386774739
0.1512253075468334	0.8487746924531666
0.7207413523760521	0.2792586476239479
0.7097596157192265	0.2902403842807735
0.6951327904279417	0.30486720957205826
0.6501699543617175	0.34983004563828246
0.1143176690357195	0.8856823309642805
0.2301560270780455	0.7698439729219545
0.023409211021941045	0.976590788978059
0.8533255066074334	0.1466744933925665
0.07085607966122953	0.9291439203387705
0.05194981512384644	0.9480501848761536
0.13403390442434937	0.8659660955756506
0.004993795245044064	0.9950062047549559
0.045671639834191424	0.9543283601658086
0.7116416516501936	0.28835834834980645
0.8509756042960749	0.14902439570392512
0.35281467421271284	0.6471853257872872
0.005171573690166187	0.9948284263098338
0.004431127908272714	0.9955688720917273
0.6849528727575895	0.31504712724241046
0.005762634638253883	0.9942373653617461
0.2519455284721731	0.7480544715278269
0.5442172852212926	0.45578271477870735
0.8452785207743069	0.1547214792256931
0.25809070814187773	0.7419092918581223
0.04936584982092029	0.9506341501790797
0.7082404026956948	0.2917595973043053
0.04163392890526374	0.9583660710947363
0.8438569123024363	0.1561430876975637
0.8613300269710252	0.13866997302897474
0.40062005498772557	0.5993799450122744
0.8359663004255684	0.16403369957443156
0.6596575504304361	0.3403424495695639
0.8533255066074334	0.1466744933925665
0.34482522736193233	0.6551747726380677
0.07323009428164462	0.9267699057183554
0.6072453390440369	0.3927546609559632
0.16155906686698296	0.838440933133017
0.12050986656664708	0.8794901334333529
0.0334482099062432	0.9665517900937568
0.04919625030540664	0.9508037496945934
0.6512725572674285	0.34872744273257145
0.020136874028281015	0.979863125971719
0.5144488158223501	0.4855511841776498
0.4579945349679271	0.5420054650320729
0.5706223845705544	0.42937761542944564
0.7020499552744599	0.2979500447255401
0.7106176926170673	0.2893823073829327
0.6872954497970181	0.312704550202982
0.5294023857864032	0.47059761421359675
0.7027591548911187	0.29724084510888127
0.6515371420382563	0.3484628579617437
0.662698542535981	0.33730145746401896
0.648163749032751	0.351836250967249
0.2550532694983062	0.7449467305016938
0.6976485582157586	0.30235144178424145
0.46981668696932466	0.5301833130306753
0.08762161683680147	0.9123783831631985
0.04256446154020466	0.9574355384597953
0.4496181823591999	0.5503818176408001
0.00525194892367975	0.9947480510763202
0.5825854076415076	0.4174145923584924
0.45606125966583044	0.5439387403341696
0.8414761222863438	0.15852387771365611
0.5226512702906867	0.4773487297093133
0.5118353706390535	0.4881646293609465
0.6385912098986584	0.36140879010134164
0.6711644138965003	0.3288355861034997
