"Resort Hotel"	"0"	"115.0"	"3.0"	"2_spring"	"10.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_240"	"0.0"	"0.0"	"Transient"	"65.0"	"0.0"	"1_request"
"Resort Hotel"	"0"	"1.0"	"3.0"	"2_spring"	"12.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"1.0"	"0.0"	"single"	"BB"	"PRT"	"Direct"	"Direct"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"53.0"	"0.0"	"0_request"
"Resort Hotel"	"1"	"0.0"	"7.0"	"3_summer"	"28.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"1.0"	"0.0"	"single"	"BB"	"GBR"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_240"	"0.0"	"0.0"	"Transient"	"109.8"	"0.0"	"3_requests"
"Resort Hotel"	"1"	"386.0"	"10.0"	"4_autumn"	"43.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"GBR"	"Groups"	"Corporate"	"0.0"	"no_previous"	"A"	"D"	"1.0"	"1_change"	"No Deposit"	"no_agent"	"0.0"	"0.0"	"Transient-Party"	"49.0"	"0.0"	"0_request"
"City Hotel"	"1"	"1.0"	"1.0"	"1_winter"	"4.0"	"0.0"	"business_trip"	"2.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"GBR"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"77.6"	"0.0"	"0_request"
"City Hotel"	"1"	"59.0"	"10.0"	"4_autumn"	"44.0"	"0.0"	"business_trip"	"2.0"	"2_3_nights"	"1.0"	"0.0"	"single"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient-Party"	"75.0"	"0.0"	"0_request"
"City Hotel"	"1"	"165.0"	"7.0"	"3_summer"	"30.0"	"1.0"	"weekend_trip"	"1.0"	"1_night"	"2.0"	"0.0"	"couple"	"SC"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"94.5"	"0.0"	"0_request"
"City Hotel"	"0"	"30.0"	"9.0"	"4_autumn"	"40.0"	"0.0"	"business_trip"	"2.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"HB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"Non Refund"	"other_agent"	"0.0"	"0.0"	"Transient"	"121.0"	"0.0"	"0_request"
"Resort Hotel"	"1"	"1.0"	"12.0"	"1_winter"	"51.0"	"0.0"	"business_trip"	"0.0"	"2_3_nights"	"1.0"	"0.0"	"single"	"BB"	"PRT"	"Direct"	"Direct"	"0.0"	"no_previous"	"A"	"D"	"1.0"	"0_change"	"No Deposit"	"no_agent"	"0.0"	"0.0"	"Transient"	"0.0"	"0.0"	"0_request"
"City Hotel"	"1"	"20.0"	"8.0"	"3_summer"	"31.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"1.0"	"1.0"	"couple"	"SC"	"GBR"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_7"	"0.0"	"0.0"	"Transient"	"121.6"	"0.0"	"1_request"
